"Dataset_ID","slice","Lat","Lon","Jul"
7,4000,47,-80.116667,19.8065627670288
7,4500,47,-80.116667,19.6565627670288
7,5500,47,-80.116667,21.3232294336955
7,6000,47,-80.116667,21.0898961003621
7,6500,47,-80.116667,20.6565627670288
7,5000,47,-80.116667,20.3232294336955
7,7500,47,-80.116667,21.7898961003621
7,500,47,-80.116667,18.4065627670288
7,1000,47,-80.116667,18.0565627670288
7,1500,47,-80.116667,18.6565627670288
7,2000,47,-80.116667,18.9565627670288
7,2500,47,-80.116667,19.7898961003621
7,3000,47,-80.116667,19.9065627670288
7,3500,47,-80.116667,18.6232294336955
7,7000,47,-80.116667,21.7898961003621
7,0,47,-80.116667,19.5565627670288
8,4500,33.956389,-119.976667,18.1822573926714
8,5000,33.956389,-119.976667,18.648924059338
8,3500,33.956389,-119.976667,17.8155907260047
8,4000,33.956389,-119.976667,18.1822573926714
8,0,33.956389,-119.976667,18.548924059338
8,500,33.956389,-119.976667,17.398924059338
8,1000,33.956389,-119.976667,18.648924059338
8,1500,33.956389,-119.976667,17.348924059338
8,2000,33.956389,-119.976667,17.848924059338
8,2500,33.956389,-119.976667,17.498924059338
8,3000,33.956389,-119.976667,17.5155907260047
9,0,43.305556,41.333333,16.3135799595862
9,500,43.305556,41.333333,16.7691355151418
9,1000,43.305556,41.333333,17.7869132929196
9,1500,43.305556,41.333333,17.2469132929196
9,2000,43.305556,41.333333,17.9802466262529
9,2500,43.305556,41.333333,18.2469132929196
9,3000,43.305556,41.333333,18.7469132929196
9,3500,43.305556,41.333333,21.0469132929196
9,4500,43.305556,41.333333,20.4719132929196
12,500,55.934475,13.42774,16.1811768363504
12,1000,55.934475,13.42774,16.8922879474615
12,1500,55.934475,13.42774,17.2811768363504
12,0,55.934475,13.42774,15.8811768363504
12,6500,55.934475,13.42774,18.1561768363504
12,7000,55.934475,13.42774,18.4611768363504
12,7500,55.934475,13.42774,18.2145101696837
12,8000,55.934475,13.42774,18.5011768363504
12,8500,55.934475,13.42774,18.5097482649218
12,9000,55.934475,13.42774,18.2448131999867
12,9500,55.934475,13.42774,18.1448131999867
12,10000,55.934475,13.42774,15.0311768363504
12,3500,55.934475,13.42774,17.8811768363504
12,4000,55.934475,13.42774,18.6811768363504
12,4500,55.934475,13.42774,17.9811768363504
12,5000,55.934475,13.42774,17.3611768363504
12,5500,55.934475,13.42774,18.2211768363504
12,6000,55.934475,13.42774,17.7611768363504
12,2000,55.934475,13.42774,17.1589546141282
12,2500,55.934475,13.42774,17.2478435030171
12,3000,55.934475,13.42774,17.9311768363504
16,500,53.693998,8.729075,16.5344643456595
16,3500,53.693998,8.729075,16.2744643456595
16,4000,53.693998,8.729075,17.9594643456595
16,4500,53.693998,8.729075,17.6344643456595
16,2500,53.693998,8.729075,15.2344643456595
16,1000,53.693998,8.729075,17.0916072028024
16,1500,53.693998,8.729075,16.6844643456595
16,2000,53.693998,8.729075,16.2594643456595
16,3000,53.693998,8.729075,16.1094643456595
20,0,69.12326,27.67406,12.2880359649658
20,5000,69.12326,27.67406,13.0380359649658
20,5500,69.12326,27.67406,12.6880359649658
20,6000,69.12326,27.67406,13.4380359649658
20,6500,69.12326,27.67406,12.8880359649658
20,500,69.12326,27.67406,12.7880359649658
20,1000,69.12326,27.67406,12.5880359649658
20,1500,69.12326,27.67406,12.6880359649658
20,2000,69.12326,27.67406,12.4880359649658
20,2500,69.12326,27.67406,12.5380359649658
20,3000,69.12326,27.67406,12.0880359649658
20,3500,69.12326,27.67406,12.1880359649658
20,4000,69.12326,27.67406,12.3380359649658
20,4500,69.12326,27.67406,12.9880359649658
20,8500,69.12326,27.67406,12.6880359649658
20,7000,69.12326,27.67406,13.0880359649658
20,7500,69.12326,27.67406,13.0880359649658
20,8000,69.12326,27.67406,12.9380359649658
20,9000,69.12326,27.67406,11.7380359649658
20,9500,69.12326,27.67406,10.5380359649658
20,10000,69.12326,27.67406,9.78803596496582
31,1000,60.136667,152.312778,10.1478752613068
31,3000,60.136667,152.312778,9.64787526130676
31,1500,60.136667,152.312778,9.44787526130676
31,2000,60.136667,152.312778,9.94787526130676
31,2500,60.136667,152.312778,9.69787526130676
31,7000,60.136667,152.312778,10.1478752613068
31,7500,60.136667,152.312778,9.54787526130676
31,8000,60.136667,152.312778,10.1478752613068
31,8500,60.136667,152.312778,9.54787526130676
31,9000,60.136667,152.312778,10.0728752613068
31,9500,60.136667,152.312778,9.71454192797343
31,3500,60.136667,152.312778,9.14787526130676
31,4000,60.136667,152.312778,9.44787526130676
31,4500,60.136667,152.312778,9.64787526130676
31,5000,60.136667,152.312778,9.94787526130676
31,5500,60.136667,152.312778,9.44787526130676
31,6000,60.136667,152.312778,9.34787526130676
31,6500,60.136667,152.312778,8.94787526130676
31,0,60.136667,152.312778,8.74787526130676
31,500,60.136667,152.312778,9.54787526130676
31,10000,60.136667,152.312778,8.84787526130676
200,500,43.268056,41.308333,18.0809985059522
200,1000,43.268056,41.308333,16.7226651726188
200,1500,43.268056,41.308333,18.8476651726188
200,2000,43.268056,41.308333,17.8476651726188
203,2500,36.03015,-85.50132,24.1233335812887
203,3500,36.03015,-85.50132,25.1233335812887
203,4000,36.03015,-85.50132,24.9233335812887
203,2000,36.03015,-85.50132,24.6733335812887
203,0,36.03015,-85.50132,25.7233335812887
203,500,36.03015,-85.50132,24.2900002479553
203,1000,36.03015,-85.50132,25.2733335812887
203,1500,36.03015,-85.50132,24.6733335812887
203,7000,36.03015,-85.50132,23.4233335812887
203,8000,36.03015,-85.50132,24.1233335812887
203,5000,36.03015,-85.50132,25.2233335812887
203,6000,36.03015,-85.50132,24.4233335812887
203,9000,36.03015,-85.50132,23.9233335812887
205,500,46.701685,-85.039045,17.2158932004656
205,0,46.701685,-85.039045,17.3192265337989
206,1500,64.65,-128.083333,11.895909352736
206,1000,64.65,-128.083333,12.895909352736
206,3500,64.65,-128.083333,12.295909352736
206,2000,64.65,-128.083333,12.745909352736
206,2500,64.65,-128.083333,12.845909352736
206,3000,64.65,-128.083333,12.845909352736
206,7500,64.65,-128.083333,13.045909352736
206,8000,64.65,-128.083333,12.2792426860694
206,8500,64.65,-128.083333,11.8792426860694
206,9000,64.65,-128.083333,12.345909352736
206,9500,64.65,-128.083333,11.495909352736
206,10000,64.65,-128.083333,11.995909352736
206,4000,64.65,-128.083333,12.970909352736
206,4500,64.65,-128.083333,12.3792426860694
206,5000,64.65,-128.083333,12.545909352736
206,5500,64.65,-128.083333,13.045909352736
206,6000,64.65,-128.083333,12.745909352736
206,6500,64.65,-128.083333,12.545909352736
206,7000,64.65,-128.083333,12.045909352736
206,0,64.65,-128.083333,11.645909352736
206,500,64.65,-128.083333,12.395909352736
208,4500,67.133333,-153.9,10.8340385547051
208,5000,67.133333,-153.9,10.8340385547051
208,5500,67.133333,-153.9,10.8340385547051
208,6000,67.133333,-153.9,10.9840385547051
208,0,67.133333,-153.9,10.5340385547051
208,500,67.133333,-153.9,10.7340385547051
208,1000,67.133333,-153.9,10.2340385547051
208,1500,67.133333,-153.9,10.1340385547051
208,2000,67.133333,-153.9,10.8340385547051
208,2500,67.133333,-153.9,10.9340385547051
208,3000,67.133333,-153.9,10.0340385547051
208,3500,67.133333,-153.9,10.5340385547051
208,4000,67.133333,-153.9,11.4340385547051
208,8000,67.133333,-153.9,11.0840385547051
208,6500,67.133333,-153.9,11.0340385547051
208,7000,67.133333,-153.9,11.1340385547051
208,7500,67.133333,-153.9,11.1340385547051
208,10000,67.133333,-153.9,10.5340385547051
208,8500,67.133333,-153.9,10.9840385547051
208,9000,67.133333,-153.9,10.6340385547051
208,9500,67.133333,-153.9,10.0840385547051
209,1000,47.481667,-70.684722,16.5632815241814
209,1500,47.481667,-70.684722,15.7632815241814
209,2000,47.481667,-70.684722,17.2632815241814
209,3000,47.481667,-70.684722,16.1632815241814
209,4000,47.481667,-70.684722,17.2632815241814
209,500,47.481667,-70.684722,16.4632815241814
209,5500,47.481667,-70.684722,16.5632815241814
209,6500,47.481667,-70.684722,17.0632815241814
209,7000,47.481667,-70.684722,16.7632815241814
209,8000,47.481667,-70.684722,17.0632815241814
209,9000,47.481667,-70.684722,17.1632815241814
209,9500,47.481667,-70.684722,17.3632815241814
210,3000,43.5,-105.45,20.7004170417786
210,3500,43.5,-105.45,20.9004170417786
210,2000,43.5,-105.45,21.3004170417786
210,2500,43.5,-105.45,21.4004170417786
210,0,43.5,-105.45,20.3004170417786
210,1000,43.5,-105.45,21.2004170417786
210,1500,43.5,-105.45,21.2004170417786
210,10000,43.5,-105.45,20.9004170417786
210,4500,43.5,-105.45,20.8004170417786
210,5000,43.5,-105.45,21.0004170417786
210,5500,43.5,-105.45,21.1004170417786
210,4000,43.5,-105.45,21.1004170417786
210,7500,43.5,-105.45,21.5004170417786
210,8000,43.5,-105.45,21.3004170417786
210,8500,43.5,-105.45,20.9004170417786
210,6000,43.5,-105.45,20.9004170417786
210,9500,43.5,-105.45,21.1004170417786
215,1000,52.95,-6.433333,14.8159616910494
215,1500,52.95,-6.433333,16.0159616910494
215,2000,52.95,-6.433333,15.1604061354939
215,7000,52.95,-6.433333,16.8159616910494
215,8500,52.95,-6.433333,17.5159616910494
215,10000,52.95,-6.433333,12.6159616910494
215,3500,52.95,-6.433333,16.6159616910494
215,4000,52.95,-6.433333,16.6159616910494
