"Dataset_ID","shrub","grass","herb","B","N","BIOME_NAME"
206,7.24989577145946,24.127574038618,4.97595627942714,33.4105384880525,30.236035422443,"Tundra"
208,3.6090057679319,19.2229376449906,16.3479457209596,44.0794541350459,16.7406567310719,"Tundra"
224,50.3172554592004,11.9539331466641,35.5934015822086,1.58393624593415,0.551473565992733,"Tundra"
253,7.02716182810449,12.9243319698638,1.68649133807915,36.7013575485136,41.660657315439,"Tundra"
267,16.8845155017838,36.9139520992433,38.4671687721076,2.46293504661346,5.27142858025178,"Tundra"
268,6.0271055682062,65.2480124035365,24.3315555827542,1.71245767620437,2.68086876929866,"Tundra"
269,8.64222762621855,39.4025619479373,50.7481176274945,0.149054990535008,1.0580378078146,"Tundra"
317,30.3206934549556,34.7531639380949,8.66903744492508,0.559245210957728,25.6978599510667,"Tundra"
507,84.9320660421617,6.2195956247638,3.75743432747429,4.05905991121667,1.0318440943836,"Tundra"
527,6.90941398193309,44.8539733253475,11.5773002909093,25.3191871896092,11.3401252122009,"Tundra"
688,9.66616623163914,55.078836079336,28.9877072943239,3.43711758904147,2.8301728056595,"Tundra"
715,54.8037510945342,20.3926894349262,18.3550145523886,6.37552416021022,0.0730207579408146,"Tundra"
811,22.7175756023358,34.539231975495,1.412154040821,32.1987932907078,9.13224509064041,"Tundra"
820,16.1734885683421,33.5216397275421,2.41030473253911,31.9438295562417,15.950737415335,"Tundra"
866,47.4645651460472,24.6582583109886,8.44421059621263,14.4907170941194,4.9422488526322,"Tundra"
968,19.089370402715,8.06595966452767,16.6090643828725,20.5302949642424,35.7053105856425,"Tundra"
1024,15.4192094285175,42.8875252425685,7.15303975704612,29.3576123461027,5.18261322576517,"Tundra"
1028,7.25027955478103,35.8718977817807,19.0678176165278,20.5919376357051,17.2180674112055,"Tundra"
1104,3.33300055249725,4.62964091319454,0.869090357169996,17.4417513688945,73.7265168082438,"Tundra"
1107,11.860843066869,17.8641246519428,5.13315789882939,45.373556520905,19.7683178614538,"Tundra"
1142,47.6727692833215,45.6632007605863,2.6160232270815,2.36599627528964,1.68201045372107,"Tundra"
1161,4.29600627673218,82.3975230307269,12.7977047775323,0.45118846331006,0.0575774516985348,"Tundra"
1432,25.2007547413204,37.0901243869919,5.84732458310726,28.3222203120058,3.53957597657473,"Tundra"
1445,7.3409003416775,26.4015940384959,4.9994581174674,37.3895808829398,23.8684666194194,"Tundra"
1599,32.9066193976282,22.0693172606779,5.81014110536027,26.1567693237482,13.0571529125854,"Tundra"
1601,22.7053747384825,27.7499530415446,8.67558271066794,22.2718338154343,18.5972556938706,"Tundra"
1603,34.975872106134,16.3047913336748,9.38666238382687,26.8205892644323,12.512084911932,"Tundra"
1604,15.2987037091166,38.2575463089053,41.8489449224106,1.43560019052538,3.15920486904217,"Tundra"
1617,6.26101333873485,10.2191456209804,5.88807087482989,37.7816841759949,39.8500859894599,"Tundra"
1632,4.87221840115829,1.17438316233102,0.936930909837774,9.65163380134216,83.3648337253308,"Tundra"
1659,11.6879313733759,33.2457930164916,2.04872675409745,16.6560478833121,36.361500972723,"Tundra"
1724,21.3120815697367,2.88015520673653,4.88449337019854,35.6033933917614,35.3198764615668,"Tundra"
1783,10.6550135647157,33.8040786416162,12.7955600281647,5.72625000349125,37.0190977620122,"Tundra"
1788,58.160782281151,0,2.78553241796638,17.0810486035679,21.9726366973147,"Tundra"
1979,33.9982020434951,11.9683128829129,14.7277007905012,30.7608373095923,8.5449469734986,"Tundra"
1987,8.20606833234577,18.3873546446879,5.36314711720746,63.2896400132304,4.75378989252849,"Tundra"
2004,31.4450961458961,0,5.92909251522002,42.1812535139938,20.4445578248901,"Tundra"
2025,9.65809489899547,16.8879101231011,11.6461688193732,42.1593506821333,19.6484754763969,"Tundra"
2045,17.1262705074383,17.1896451590385,11.2176787332464,44.5808888756674,9.8855167246093,"Tundra"
2047,12.3668903277438,19.4580423648099,3.83013697850753,58.0143040976231,6.33062623131569,"Tundra"
2050,6.28280154253634,18.0685207814647,16.6973033321998,47.4178240205405,11.5335503232586,"Tundra"
2054,18.5946358537287,16.6382984006808,1.57035576231146,52.6398450866437,10.5568648966352,"Tundra"
2297,21.5491064611346,21.2074376662803,41.7244530256007,8.80282974290012,6.71617310408428,"Tundra"
2324,13.6256235890391,37.2418300534314,2.53827535481467,24.5576124790895,22.0366585236253,"Tundra"
2351,6.02428061025045,24.7025585721818,0.627550432318847,50.9071185717166,17.7384918135323,"Tundra"
2352,11.7515740233357,44.2826928531697,2.71029668997688,20.0030453200449,21.2523911134728,"Tundra"
2362,14.3616286492483,36.3405410119545,27.0950079818194,13.275125160378,8.92769719659975,"Tundra"
2363,20.8517723748894,25.5499940467,12.0210952278734,23.6717596079694,17.9053787425677,"Tundra"
2476,19.5665527513008,32.6792065325394,6.44946412025449,34.5725046754176,6.7322719204877,"Tundra"
2625,14.6556034411452,23.3409138655055,8.15348914736159,34.4891719833433,19.3608215626445,"Tundra"
2637,4.48084953635672,32.9632856733989,9.61353284709347,18.5767531864916,34.3655787566593,"Tundra"
2660,15.2518443380825,13.3309199621687,6.38629519156288,19.3955309299343,45.6354095782516,"Tundra"
2661,11.6025279313469,11.9182994497157,3.08735633516552,57.00857060282,16.3832456809518,"Tundra"
2882,10.0640464788195,10.0595609292524,1.79338847693801,70.8687416111664,7.21426250382367,"Tundra"
3033,7.33365845750366,26.4651749977332,2.86498388223107,28.0309961153487,35.3051865471834,"Tundra"
3471,12.8124757430954,33.0936270325113,18.5772937220409,12.9501126039976,22.5664908983549,"Tundra"
4257,21.9836349547037,45.2364295048335,5.56139566085999,17.9617979276427,9.2567419519601,"Tundra"
4286,22.6360332078083,29.3016680769798,4.28413526768587,34.5557482901797,9.22241515734633,"Tundra"
14930,24.3385511026897,46.2263701326258,16.281847710075,8.81629375858506,4.33693729602447,"Tundra"
14948,24.1229131855281,48.3526415478186,24.4721876037911,1.34285552215712,1.70940214070514,"Tundra"
15185,11.3752633337872,20.4701233406953,1.97929404502894,37.6071158805619,28.5682033999266,"Tundra"
15323,17.7852616386906,33.7479898356783,3.7548642804961,5.20988467193806,39.501999573197,"Tundra"
15359,10.3209460810481,1.90666810384862,6.96177818997563,27.8359083252325,52.9746992998951,"Tundra"
15392,72.2144914588784,16.1661377102873,6.26856900806588,5.13989303763754,0.210908785130931,"Tundra"
15719,42.2175784672698,35.4115491370316,16.3729868071769,4.56197730323973,1.43590828528194,"Tundra"
15746,19.3619946874248,47.5708467803305,15.1967318631835,11.5814641641504,6.28896250491078,"Tundra"
15783,17.2467110816447,37.141293880942,37.7805507518703,2.42116924947446,5.4102750360685,"Tundra"
15785,6.22475182308114,67.0859144985295,22.1471723831851,1.75860333365385,2.78355796155041,"Tundra"
15789,8.65580208887453,39.4449499060168,50.6934354736957,0.150017413239037,1.05579511817392,"Tundra"
15811,20.0393178123526,23.8870258354236,4.1643199968838,39.264794602757,12.644541752583,"Tundra"
15814,8.04172476118776,8.75568725190059,3.08639121388876,53.9869393179412,26.1292574550817,"Tundra"
15829,26.6689558235027,34.2681673858444,19.0002046560151,9.17535897897656,10.8873131556612,"Tundra"
15976,3.59413577124691,21.3457372042341,9.38684834990521,57.5341958147264,8.13908285988734,"Tundra"
16109,40.5365342142693,51.0751925034961,7.93524599129508,0.445429116091418,0.0075981748480365,"Tundra"
16236,8.47479443086293,61.5754315056981,5.6238618187318,18.5695447865807,5.75636745812645,"Tundra"
16238,26.61464579009,35.798705277073,8.08376489401317,26.9579279089968,2.54495612982703,"Tundra"
16241,23.1167001760401,47.3659312451906,9.85583628171033,18.707458752863,0.954073544196053,"Tundra"
17320,16.6300560425636,34.2962527497418,19.0836054924517,27.8000360988991,2.19004961634378,"Tundra"
17322,9.08210701845468,18.2868598331073,4.48304856102549,46.0881004712689,22.0598841161436,"Tundra"
17324,29.3166377036779,44.0146920265235,3.75574487254764,22.7159818670438,0.196943530207175,"Tundra"
17326,15.9714273926714,13.3003791684676,4.88075302695502,65.6513003527855,0.196140059120513,"Tundra"
17338,2.9138478111908,6.00155397603263,0,17.1891928109731,73.8954054018035,"Tundra"
17352,9.96659424086855,17.7947380873368,1.38746038892603,43.6822738892609,27.1689333936077,"Tundra"
17359,15.9441594783248,25.3895797116874,3.37681095130433,24.2460977273829,31.0433521313006,"Tundra"
17383,5.60613496232229,17.9245816562886,3.38471204046031,42.5662578608274,30.5183134801014,"Tundra"
17385,9.45370632425497,19.972995836503,9.63989754836673,36.8401416207983,24.093258670077,"Tundra"
17391,7.08342456427907,45.2684139354744,6.64989717515322,37.6150484947581,3.38321583033523,"Tundra"
17400,1.4429862062059,45.7132932286359,7.529661560572,16.7197203132182,28.594338691368,"Tundra"
17402,15.7736639531925,48.8860426843085,7.57481206169728,23.8417418634432,3.92373943735856,"Tundra"
19264,25.9761264176511,25.6535170494237,47.0419243578687,1.28122027238895,0.0472119026674725,"Tundra"
19266,65.0679112462436,25.911027670646,5.94459424002501,2.0651133617954,1.01135348128996,"Tundra"
19323,40.9734561871238,18.8666535066336,0.712919033246403,34.3979386416484,5.04903263134773,"Tundra"
19814,16.6838700096838,29.4443234113794,0.650460551061153,46.2622704315882,6.95907559628743,"Tundra"
20018,19.9763302341846,37.0429114410653,10.5555660976666,15.1586581917625,17.266534035321,"Tundra"
20020,20.3520153007519,53.9592648876321,23.03136409777,0.298684797809645,2.35867091603641,"Tundra"
20029,34.0164878560816,52.6252291577349,9.05663229459191,0.227166539050358,4.07448415254118,"Tundra"
20034,25.7835338410416,33.1560355347294,6.682135465348,26.0323932332337,8.34590192564733,"Tundra"
20042,12.8527425143438,42.949661913247,38.2862921480872,3.47717945768779,2.43412396663414,"Tundra"
20046,17.1077515088374,52.9573672754695,16.6146358893283,5.82023459011549,7.50001073624934,"Tundra"
20050,15.7754164604277,46.967022062148,20.1408003258647,12.7934009811569,4.32336017040276,"Tundra"
20188,41.3457941270945,34.6135558861679,22.8713526286063,1.16929735813127,0,"Tundra"
20279,64.1611001831539,19.7042004185591,14.136247983593,0.144057164121657,1.85439425057237,"Tundra"
26565,7.26613426789338,59.9384057223053,10.1768985452393,4.99679494360978,17.6217665209523,"Tundra"
41183,2.49608553046997,3.59785081450067,6.38988972925316,66.9654492790733,20.5507246467029,"Tundra"
41264,24.6170960492898,46.5602816563297,0.565744419518182,0.0828426028580698,28.1740352720042,"Tundra"
41764,51.0055695048232,33.2803181605567,3.07661789973744,0.731966599752605,11.9055278351301,"Tundra"
44941,13.1705513848178,50.7189414221242,14.5133145294467,19.9876307950495,1.60956186856175,"Tundra"
45311,34.5628568153224,20.00016761999,9.90671170724841,29.7526354864673,5.7776283709719,"Tundra"
45345,5.78258606357616,55.3246284943075,21.5995281095349,10.5919775304774,6.70127980210396,"Tundra"
45347,11.1646788688784,36.9842783377204,11.6228881853188,15.1442505959163,25.0839040121661,"Tundra"
45349,17.2531886124634,38.9858921837407,15.4385007648417,11.6604640589739,16.6619543799802,"Tundra"
45351,9.71998729384722,27.1144767371869,10.930146257872,14.128989135389,38.1064005757049,"Tundra"
45639,21.24928644503,32.8202194840508,10.2982228424746,31.9160103220276,3.71626090641704,"Tundra"
45642,30.358195944089,36.2427836755495,16.9333900327133,13.1257508829462,3.33987946470193,"Tundra"
45707,18.481722982446,28.6414697349914,23.3209008281719,15.5406658795117,14.0152405748789,"Tundra"
45710,10.3562254579324,61.8961075439156,10.8767057658698,8.77555005882714,8.09541117345502,"Tundra"
45713,20.1664080018174,45.905414609559,14.776102654907,12.5144450981612,6.63762963555533,"Tundra"
45716,25.4875134701403,52.7038602062403,16.7167984577094,2.72141657660547,2.37041128930456,"Tundra"
45731,11.1723429861099,54.8404937232252,13.013762569001,13.1026865609312,7.87071416073269,"Tundra"
46447,25.1449378837535,27.1042280969036,11.1329367242567,27.8081685408498,8.80972875423633,"Tundra"
46488,12.7533205371477,53.7805293258336,13.6943311602446,11.8386925392311,7.93312643754303,"Tundra"
100254,32.9311797530832,31.0981824838028,23.2936090325268,2.34971489865219,10.327313831935,"Tundra"
100262,53.1521116307789,25.9130641141739,7.1490355964399,5.91805322751643,7.86773543109085,"Tundra"
100269,11.3837984648951,20.0862678379547,7.75783329070579,13.4539485357977,47.3181518706467,"Tundra"
100270,98.2232893447899,1.05423157176375,0.251156679008596,0.288538633326212,0.182783771111526,"Tundra"
100273,8.01069528197504,50.6666155735589,17.0502181140859,1.92130115908919,22.351169871291,"Tundra"
100275,32.9125153847175,37.6133385968996,12.7228208503673,12.8824547371975,3.86887043081819,"Tundra"
100278,23.0057340560306,20.99625446198,7.72484410786583,29.6967782083828,18.5763891657407,"Tundra"
100286,31.8418876600924,13.3529979440184,35.19830713737,18.3165836198074,1.29022363871182,"Tundra"
100302,54.4906991993799,19.5877962725198,9.68562712904181,14.677495561833,1.55838183722546,"Tundra"
100306,39.4007370794878,14.4157037965835,17.6244853052352,27.395440935336,1.16363288335748,"Tundra"
100311,24.5150213377139,43.852198977589,21.0210704825338,1.52491035529773,9.08679884686557,"Tundra"
100325,35.5371081,42.47524665,5.2151192,16.3395061,0.43301995,"Tundra"
100326,10.5272370842512,8.10633500748937,8.24100257342821,24.3848151353703,48.7406101994609,"Tundra"
100328,22.4599124151524,37.1139772709899,5.55212433409399,0.954303212632271,33.9196827671314,"Tundra"
100329,31.4070641159844,57.2152056937015,8.36999935292129,2.89178311962503,0.115947717767761,"Tundra"
100330,27.9651287387972,51.2124909462259,6.48323508933198,2.31697245318074,12.0221727724642,"Tundra"
1775,18.4984293721028,1.37917960234676,65.5283542390311,7.94376512970462,6.65027165681471,"Mangroves"
2630,8.66309898899581,11.0670107649225,68.310933961593,8.23104185437352,3.72791443011516,"Mangroves"
2632,34.923828692278,3.27250020790177,47.322578014926,11.1683795913482,3.31271349354598,"Mangroves"
25514,73.0447981017085,2.59609650214076,14.5172603874737,7.45577102665332,2.38607398202378,"Mangroves"
993,49.7847801407456,2.56650453535969,40.459861477274,1.83238562879258,5.35646821782813,"Flooded Grasslands & Savannas"
994,27.9957360791364,9.10286160245843,53.33531314327,2.74365524345303,6.82243393168211,"Flooded Grasslands & Savannas"
995,72.9073999906389,0,12.0339575319491,12.9834940305248,2.07514844688728,"Flooded Grasslands & Savannas"
1671,37.6773996516908,7.34111629133331,35.7109690222281,8.03430066685181,11.236214367896,"Flooded Grasslands & Savannas"
1818,62.1937975460329,3.77881956039175,27.594552400885,2.55667630703086,3.87615418565942,"Flooded Grasslands & Savannas"
1819,42.4759224465473,2.3171181299709,48.4917303242027,3.73563421549336,2.97959488378581,"Flooded Grasslands & Savannas"
2633,53.5779126859401,5.69397976456403,18.3544080164567,4.13786316852514,18.235836364514,"Flooded Grasslands & Savannas"
2943,12.1766934647799,12.4389430882937,65.0349352814689,5.24128512417099,5.10814304128645,"Flooded Grasslands & Savannas"
2944,20.096300428843,22.4987245783609,47.0244380861127,6.73510866528737,3.64542824139609,"Flooded Grasslands & Savannas"
2945,34.3890695068817,4.54481513958421,51.3939214835,3.94178868624671,5.73040518378736,"Flooded Grasslands & Savannas"
15371,36.6115078315219,5.41247691409353,30.1628830153318,5.54608790826748,22.2670443307853,"Flooded Grasslands & Savannas"
15377,38.3847472682037,2.86985017632675,53.3858665584093,2.8771254479307,2.48241054912954,"Flooded Grasslands & Savannas"
15379,33.1357341883103,3.62488674514099,44.8050864197747,1.52007488916433,16.9142177576098,"Flooded Grasslands & Savannas"
15381,25.8523741836518,3.64685761680846,57.4358760331745,1.52923516280859,11.5356570035567,"Flooded Grasslands & Savannas"
15383,31.1658086798669,4.09940031377586,18.3436170263594,3.27522598952157,43.1159479904763,"Flooded Grasslands & Savannas"
